Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
43,47379,650,Employed,Doctorate,23,14935,24,Single,2,Mortgage,331,0.3185025110068594,4,0,0.048966120467332,0,Debt Consolidation,0,23,21,1732,15663,28934,6890,3948.25,0.9938023671060272,6,22044,0.164935,0.1885371851318807,751.791678012618,0.2742459768283715,0,45.0
30,46427,601,Unemployed,Master,8,22377,72,Single,0,Mortgage,391,0.4125093312175181,2,1,0.519794225455976,0,Debt Consolidation,0,31,1,2324,8115,10439,9535,3868.9166666666665,0.8251455558078061,4,3092,0.236877,0.2460331988231126,597.3378910624043,0.2554559780461553,0,64.0
44,25598,537,Employed,High School,22,17967,48,Married,2,Mortgage,441,0.1473620810809934,4,0,0.2365627629359344,0,Debt Consolidation,0,19,28,4108,1355,66356,21913,2133.1666666666665,0.8345889304225783,4,44443,0.244467,0.2794188403690691,625.5911843814496,0.500003680466341,0,53.0
52,61703,536,Employed,High School,31,18294,36,Married,4,Mortgage,222,0.4633856037202848,1,0,0.1060898679095579,0,Debt Consolidation,0,34,21,1545,2077,45286,13718,5141.916666666667,0.7860884344419478,5,31568,0.235294,0.2197687225981058,698.4372875345867,0.1790066520333701,1,40.8
28,52272,600,Employed,High School,3,10130,120,Single,0,Mortgage,190,0.1981971319823204,5,2,0.4676771637948538,0,Other,0,15,18,3907,2268,61116,9769,4356.0,0.8118581663117861,6,51347,0.26513,0.2397486982316363,223.16973219735527,0.094850719053571,0,50.0
28,68802,564,Employed,Master,4,14723,48,Married,3,Own,307,0.2633466981573972,3,3,0.3946474306551625,0,Debt Consolidation,0,32,27,7861,877,113406,8931,5733.5,0.7523124939485223,12,104475,0.2277229999999999,0.2027217568673681,450.1640353562291,0.1320596555954005,1,40.0
28,41395,585,Employed,High School,5,11503,60,Married,3,Mortgage,324,0.430291093054684,1,1,0.137750458401528,0,Debt Consolidation,0,21,10,2439,421,24230,6322,3449.583333333333,0.7731489988088996,5,17908,0.224003,0.2432585334195821,333.0971386037184,0.1904859442745408,0,52.0
38,49982,531,Employed,High School,17,16095,36,Married,3,Mortgage,448,0.602558485422945,1,1,0.6340189124620376,0,Debt Consolidation,0,18,10,785,905,41297,22547,4165.166666666667,0.6442105828119452,4,18750,0.235595,0.2130519587994328,608.9052055498527,0.2537485988275426,0,61.0
38,46341,495,Employed,High School,12,20597,72,Divorced,2,Mortgage,525,0.1305304131096525,4,0,0.2353955545533584,0,Auto,0,22,11,7631,781,313052,93905,3861.75,0.6351366633997251,3,219147,0.288097,0.3057690278438209,627.3240069873397,0.2983942531203054,0,48.0
36,40739,468,Unemployed,High School,13,17683,36,Widowed,1,Rent,460,0.0123660659390546,2,3,0.2436700449773586,0,Education,0,28,6,8579,1482,39381,27283,3394.9166666666665,0.9383085613569224,11,12098,0.268683,0.2625957240564449,714.9064005702608,0.3460781267788392,0,57.0
33,36498,578,Employed,High School,8,18844,36,Divorced,0,Mortgage,442,0.1884710262263632,4,2,0.25293472407003,0,Auto,0,19,5,26631,535,74971,106433,3041.5,0.9390019398806256,3,3300,0.214844,0.2030350456183259,703.2280716840288,0.376533970634236,0,54.0
39,44102,531,Employed,Bachelor,17,48284,72,Married,1,Mortgage,324,0.0978503142770005,4,0,0.2140406144087449,0,Auto,1,15,9,4936,156,124878,11633,3675.1666666666665,0.8761664537704864,3,113245,0.297784,0.3296968685760689,1546.2537059081214,0.5088894941476001,0,55.0
31,37324,584,Self-Employed,Doctorate,7,13907,48,Married,0,Rent,231,0.3568794221341323,3,0,0.5285544185716411,0,Debt Consolidation,0,29,22,1634,3050,23851,48528,3110.333333333333,0.8644436966459175,4,10633,0.216907,0.224156899635859,441.2995145855893,0.2161503101228986,0,62.0
42,45271,568,Employed,Doctorate,23,20946,24,Married,2,Mortgage,384,0.5671538603144004,4,2,0.3382244289751114,0,Education,0,26,4,7825,1417,35166,35863,3772.5833333333335,0.7504025203961093,3,3434,0.2119459999999999,0.208865939886948,1075.1574590704963,0.3867793843486107,0,59.0
36,64412,584,Employed,Associate,9,20574,48,Divorced,0,Mortgage,459,0.2538646457809892,2,1,0.1248538658374024,0,Home,0,29,25,3468,381,25288,179431,5367.666666666667,0.9212329577104844,6,3469,0.223574,0.221677080646925,650.0807132882481,0.2066225013888557,0,50.0
31,52652,620,Employed,Bachelor,8,32691,24,Married,0,Rent,439,0.4136631908846171,3,1,0.1341307375592751,0,Home,0,20,11,1677,3441,954942,8403,4387.666666666667,0.6354892887057076,5,946539,0.197691,0.2191450970833648,1694.5689353141186,0.4862650464136105,1,32.0
28,25796,613,Employed,High School,7,22644,36,Married,1,Mortgage,640,0.4602454727446184,2,1,0.3460230506632921,0,Education,0,32,2,4038,3132,53020,22250,2149.6666666666665,0.9418166490508564,5,30770,0.201144,0.2107376903458527,853.9721254760848,0.6949785046407589,0,58.0
52,57845,652,Employed,Master,30,33067,60,Single,2,Own,299,0.3495260203910592,2,0,0.5567861490410836,0,Home,0,29,18,720,1019,63793,36361,4820.416666666667,0.8547974467197995,3,27432,0.212067,0.1964746641150873,869.5996315117584,0.2424270996307563,0,52.0
37,46522,487,Unemployed,Bachelor,14,17828,84,Married,2,Own,328,0.2480358576296226,3,1,0.4049968599001637,0,Auto,0,28,17,4054,1733,34104,15089,3876.8333333333335,0.7580867605987917,3,19015,0.299328,0.2842720661745375,491.0385473367368,0.2112648331550845,0,60.0
33,17040,643,Employed,Master,11,16848,60,Single,1,Own,637,0.3146466025169174,4,1,0.3082077307050831,0,Education,0,25,18,8580,2937,31111,37643,1420.0,0.7767242540429363,4,1038,0.200348,0.197806385485549,444.315044206794,0.7614894677512634,0,53.0
25,31944,558,Employed,High School,7,8069,12,Married,4,Rent,414,0.3060940996093655,4,3,0.1564840125789265,0,Debt Consolidation,0,26,28,15469,661,177537,61328,2662.0,0.9636008690015369,3,116209,0.194069,0.1991767047883139,747.1499239055106,0.4361945619479754,0,47.0
32,20178,562,Employed,Associate,10,37660,108,Married,0,Mortgage,344,0.6389545996652859,8,0,0.3429997206306617,0,Other,0,33,13,1052,728,22161,12641,1681.5,0.7917742646716144,5,9520,0.30166,0.2954497691912707,999.4894212271212,0.7989827066471133,0,58.0
42,38160,630,Employed,High School,19,18932,36,Married,0,Mortgage,320,0.2130403948862566,2,0,0.1754097714531731,0,Education,0,25,26,3872,1093,67489,163113,3180.0,0.868343737568544,6,10674,0.188932,0.1982799224444429,701.9228097499812,0.3213593741352142,0,48.0
25,37808,583,Employed,Bachelor,2,15324,24,Single,3,Own,487,0.0470506830797784,2,1,0.2864100097726383,0,Home,1,20,6,522,276,82089,23426,3150.6666666666665,0.9223860100011444,10,58663,0.198824,0.1782015335699501,763.705978882984,0.3969655032425891,0,58.0
58,120158,655,Self-Employed,Bachelor,33,14863,12,Divorced,3,Own,266,0.2780627124021173,4,1,0.3872462240164759,0,Auto,0,16,3,492,549,41968,11690,10013.166666666666,0.848724262196474,3,30278,0.152363,0.1503752512133289,1341.772489611068,0.1605658372753609,1,41.6
61,90384,539,Employed,Bachelor,42,36266,24,Married,2,Own,570,0.0252678713861251,3,0,0.6721738734828304,0,Home,0,27,12,11548,825,139686,23639,7532.0,0.9304416421865368,6,116047,0.2417659999999999,0.2237618475757997,1888.157114893576,0.3263618049513511,1,41.6
51,30467,503,Employed,High School,31,24690,84,Married,1,Rent,644,0.1431642162187408,4,1,0.2066381227502523,0,Debt Consolidation,0,20,19,862,1446,44960,24270,2538.9166666666665,0.9152072179693256,6,20690,0.2981899999999999,0.3346619325894436,764.3995373054548,0.554724601951799,0,52.0
47,34552,524,Employed,Bachelor,24,18506,36,Married,1,Own,796,0.5783818767547523,2,1,0.0465046005349749,0,Debt Consolidation,0,19,1,2600,543,170587,6079,2879.333333333333,0.827236860891025,6,164508,0.241506,0.1932048,681.3586436134261,0.5130905222088769,0,52.0
23,46277,544,Employed,Associate,0,12367,36,Married,5,Mortgage,273,0.0973545952861357,3,1,0.3338108447198512,0,Home,0,34,14,3976,1003,27085,14433,3856.4166666666665,0.9829291026898168,4,12652,0.2253669999999999,0.214192070702574,468.5936293125607,0.192301219866256,0,54.0
39,22151,527,Self-Employed,Bachelor,18,17341,96,Married,1,Rent,150,0.2619123948569156,5,1,0.1360687775186811,0,Education,0,25,1,2585,517,11423,72898,1845.9166666666667,0.9275891831282131,4,4841,0.288841,0.3149683352698325,496.427821225067,0.350193393287021,0,59.0
42,32640,580,Employed,Associate,18,20107,96,Single,4,Mortgage,172,0.112826235542587,3,0,0.2943329102614176,1,Home,0,29,1,857,3217,380681,300440,2720.0,0.7963141376583951,4,80241,0.265107,0.265403672378281,506.7558867249077,0.2495426054135689,0,66.0
30,44304,521,Employed,Bachelor,5,18607,96,Divorced,0,Rent,411,0.287563849978846,3,0,0.091846727878603,0,Debt Consolidation,0,20,26,1688,1135,39016,33013,3692.0,0.8594717576532209,4,6003,0.293107,0.2863292015246292,495.4891951460979,0.2455279510146527,0,51.0
48,34847,536,Employed,Associate,23,28783,12,Married,3,Rent,326,0.4461572273702059,3,1,0.2529603034258908,0,Debt Consolidation,0,33,27,921,267,1211576,26423,2903.9166666666665,0.913074244498362,5,1185153,0.225783,0.1975516452717343,2662.927410958174,1.0292745123396014,1,36.8
77,29236,616,Employed,Bachelor,56,55059,48,Single,1,Own,225,0.1011511237827956,6,1,0.5767112779304014,0,Education,1,22,6,1501,676,66497,25818,2436.333333333333,0.807470215980358,4,40679,0.242059,0.2594114444025494,1854.6185168713275,0.8535853811210811,0,64.0
44,44469,603,Unemployed,Master,23,22267,60,Married,4,Mortgage,645,0.4977959971415331,3,1,0.26470002264054,0,Debt Consolidation,0,22,29,2839,388,14199,17758,3705.75,0.7519315037850854,3,4761,0.225767,0.2164661560487105,610.5247289781178,0.3388044873448337,0,54.0
31,88340,616,Employed,Bachelor,11,25115,36,Single,1,Other,528,0.4928573763090952,1,2,0.1277558540403198,0,Home,0,24,11,5350,2455,9660,79082,7361.666666666667,0.903495935558361,1,9361,0.202115,0.2343622780632981,977.9141088213948,0.2045615724004611,0,47.0
32,48445,542,Unemployed,High School,11,35002,36,Divorced,0,Own,379,0.1223983189256479,4,2,0.2966679413902958,0,Education,0,33,16,7909,1263,37347,9400,4037.0833333333335,0.6837453911965744,4,27947,0.249002,0.2849361490151585,1457.158540166277,0.454823046382399,0,55.0
28,48003,564,Employed,Bachelor,5,23909,48,Married,1,Mortgage,710,0.2879007984355186,3,1,0.0934246889212566,0,Auto,0,21,26,1252,1136,62278,15060,4000.25,0.7872996703724172,4,47218,0.236909,0.2142901557576685,745.8869534472386,0.3639489915498378,0,51.0
60,29629,614,Employed,High School,37,10679,48,Single,4,Rent,459,0.1123608858623184,4,1,0.2690411166464774,0,Education,0,24,14,8021,1949,60425,7347,2469.083333333333,0.8717891466121216,3,53078,0.198679,0.1741308137157765,310.42997691330504,0.3116257626973458,0,48.0
61,36162,582,Employed,High School,40,47710,60,Married,1,Mortgage,393,0.5192710441345774,2,1,0.1533492347541957,0,Home,0,21,23,1378,1901,15195,11906,3013.5,0.8052258967750214,5,3289,0.26171,0.2865973178253242,1504.5363772126964,0.6296785721628327,0,52.0
46,39932,595,Employed,High School,24,32617,48,Divorced,3,Mortgage,481,0.6090566382588171,1,2,0.1416033558867959,0,Education,0,25,19,29269,3886,124586,25247,3327.6666666666665,0.8938445882096606,5,99339,0.230117,0.2579696937536919,1096.0349305061595,0.4739161365840407,0,51.0
18,38222,573,Employed,High School,0,31148,48,Married,5,Rent,400,0.1436443407056959,1,1,0.1948405290546485,1,Home,0,19,3,13857,1440,52930,66693,3185.1666666666665,0.8493790841199899,5,10210,0.239648,0.2439946754241321,1022.3729262193614,0.4465615382406033,0,65.0
18,19691,594,Employed,Associate,0,21247,96,Married,0,Mortgage,415,0.0519817471330119,2,1,0.0805094335577181,0,Debt Consolidation,0,28,4,14031,329,30557,22961,1640.9166666666667,0.9532196513365436,6,7596,0.259247,0.2376361908120379,496.2943931451915,0.5553568999919911,0,54.0
35,152552,616,Employed,Bachelor,15,28010,12,Single,0,Mortgage,270,0.4733494186983242,4,0,0.2264434237338267,0,Home,0,24,26,3283,2843,223074,7053,12712.666666666666,0.5976942731842898,5,216021,0.18501,0.1729851158432916,2558.6147948561897,0.2225036547424765,1,35.2
52,45790,616,Employed,Associate,30,33264,60,Single,1,Rent,297,0.3595587043649823,1,2,0.2525008222600287,0,Auto,0,25,12,5372,247,15934,6861,3815.8333333333335,0.7691557313206525,1,9073,0.230264,0.2457973123723112,968.1635872158512,0.3315563015197688,0,50.0
32,22885,566,Employed,Bachelor,10,30380,96,Divorced,1,Rent,409,0.0633699240268662,4,1,0.1140002210432718,0,Home,0,28,7,7134,3309,73179,67052,1907.0833333333333,0.9530613850897948,6,6127,0.2823799999999999,0.3230127397582303,887.0255468421307,0.679585167669022,0,52.0
69,76571,680,Employed,Master,49,34173,48,Married,1,Rent,407,0.1586768373024463,7,2,0.216618899532913,0,Home,0,20,3,2220,3117,78008,5915,6380.916666666667,0.959075228326481,7,72093,0.189173,0.1911275958480552,1023.8112085485172,0.2242328623445195,0,46.0
49,67592,660,Employed,Master,24,12108,12,Single,1,Rent,377,0.1460853018385999,4,2,0.6102640423182316,0,Home,0,26,15,4559,1036,62582,21890,5632.666666666667,0.7617869645370537,4,40692,0.147108,0.1493162500857253,1092.4570299106033,0.2608812338579601,1,40.8
39,58486,623,Employed,Bachelor,19,19827,12,Divorced,3,Own,562,0.4448393583334196,1,0,0.4772867579168,0,Home,0,18,10,9311,322,12868,8023,2851.9166666666665,0.8280397851287373,9,4845,0.173327,0.1943204249854365,1831.279192965824,0.8391827226014636,0,54.0
54,51401,439,Employed,Bachelor,32,14629,120,Single,0,Own,496,0.5745319166204649,3,0,0.1695316664015433,0,Other,0,20,6,6209,2556,147210,135501,4283.416666666667,0.7019436857693475,10,11709,0.350129,0.319430241272819,406.8003427616475,0.2107664075239736,0,53.0
44,78568,672,Employed,Master,23,9879,48,Divorced,1,Own,990,0.2791267265590782,8,1,0.3110212302915218,0,Debt Consolidation,0,27,2,1064,1339,82034,8164,6547.333333333333,0.8300982600470668,2,73870,0.168879,0.1515622516981983,275.72293081296243,0.1933188469829389,1,40.0
39,51234,643,Employed,Master,16,10272,48,Married,0,Mortgage,763,0.1163943457505388,1,0,0.2213910906416856,0,Auto,0,20,11,13948,953,220193,4599,4269.5,0.9298695906582816,3,215594,0.183772,0.1496558713643163,285.6982920581004,0.2456255514833353,1,35.2
44,80602,576,Employed,High School,21,61309,36,Married,4,Rent,312,0.5074301071967152,7,1,0.3485331700569656,0,Home,0,28,13,2171,103,28229,63711,6716.833333333333,0.7741024101759261,4,4424,0.258309,0.263397513655592,2481.287098520886,0.4158636905070672,0,54.0
35,52001,516,Employed,High School,14,28502,48,Single,0,Mortgage,282,0.1774200071027566,2,0,0.149026316443364,0,Debt Consolidation,0,21,15,583,4388,125978,32015,4333.416666666667,0.6429345856706211,5,93963,0.265502,0.316646912368031,1054.0215995919282,0.3083067478529862,0,47.0
32,62019,515,Employed,Bachelor,5,14815,36,Married,4,Other,362,0.3961150144289359,3,0,0.0766294428439596,0,Debt Consolidation,0,24,3,9702,5409,19121,14941,5168.25,0.9384478955657084,3,4180,0.242315,0.2607755809587091,597.5177952923832,0.1856562270192779,0,53.0
40,83715,606,Employed,Bachelor,17,16055,36,Married,1,Own,503,0.2183313658203487,4,1,0.126977974675323,0,Debt Consolidation,0,23,11,15888,255,210392,12300,6976.25,0.785459329500234,5,198092,0.198055,0.1759865293213154,577.1993893496876,0.1548395469413635,1,33.6
26,70096,508,Unemployed,Associate,5,22951,48,Married,5,Mortgage,173,0.1208196492029679,2,0,0.2503563337655313,0,Home,1,21,21,471,988,20087,22465,5841.333333333333,0.8584880299902597,4,1333,0.263951,0.3163340159530535,848.31904096279,0.1748434788226643,0,60.0
29,35052,506,Employed,Master,9,14359,84,Widowed,0,Own,516,0.415672173363491,1,3,0.2462711783025159,0,Home,0,27,13,3494,171,178279,1516,2921.0,0.8943837450192434,3,176763,0.286359,0.3093838507483284,419.6663191804123,0.3203239709621405,0,50.0
38,29982,517,Employed,Associate,13,26289,36,Divorced,3,Mortgage,253,0.3508947268432358,3,2,0.6796838121231216,1,Other,0,26,16,2053,3100,78321,12084,2498.5,0.7995584008299029,10,66237,0.252789,0.2476566188183145,1041.9906033815705,0.518307225688041,0,70.0
27,105143,516,Self-Employed,High School,4,22071,96,Single,2,Mortgage,422,0.3822632535125316,5,3,0.4841823231567931,0,Auto,0,20,8,8189,1519,76780,12413,8761.916666666666,0.9020247385441856,4,64367,0.299071,0.2951689178783219,601.2236986313532,0.1167808069350906,0,57.0
29,45117,558,Unemployed,Bachelor,3,17545,36,Divorced,1,Rent,341,0.5357542478855165,2,0,0.0584854760087989,0,Auto,0,34,17,1877,1128,34139,13620,3759.75,0.8892419470984037,2,20519,0.223545,0.232972054261053,681.8828536400541,0.2720614013272303,0,55.0
36,29308,608,Employed,Bachelor,9,31853,36,Married,0,Mortgage,301,0.2787690581518709,0,2,0.4085747217204373,0,Education,0,33,26,1048,596,25587,18604,2442.333333333333,0.9070403057997698,3,6983,0.212853,0.2327443840050678,1237.581585675276,0.6299637992392286,0,55.0
42,26711,625,Employed,Bachelor,23,39587,96,Married,2,Own,578,0.2073687582310634,3,1,0.2721692394351064,0,Auto,0,22,9,3002,1066,92739,30105,2225.9166666666665,0.7797451785553647,5,62634,0.262087,0.2648646736182377,996.2709968706098,0.7072461518643001,0,50.0
58,134691,621,Employed,Bachelor,36,16421,24,Married,0,Rent,607,0.1916414193207638,1,0,0.169401203082851,0,Home,1,28,27,1619,306,48831,27992,11224.25,0.8842708944465567,4,20839,0.180921,0.1980686738965583,834.2114895797027,0.1284015849236877,1,40.0
40,46874,589,Employed,Doctorate,17,33313,48,Married,4,Mortgage,531,0.2248951087159874,5,0,0.1471662445386603,0,Other,0,27,6,3502,1843,49328,75770,3906.1666666666665,0.9349889601582833,4,8739,0.233813,0.233513473689021,1074.1535741004766,0.4109280814354593,0,53.0
44,110297,578,Employed,High School,18,15281,60,Married,2,Rent,589,0.1939790912000397,2,0,0.2503285872233302,0,Home,0,19,27,819,1887,89052,8049,9191.416666666666,0.9530639973612328,7,81003,0.231281,0.1904347862504347,396.7632286462903,0.1072482365228019,1,38.400000000000006
39,41340,528,Employed,Master,17,34784,24,Single,2,Mortgage,228,0.2978788833701673,0,0,0.1784896968420648,0,Home,0,28,29,519,593,10432,14432,3445.0,0.7325385618120555,6,8302,0.245784,0.2146329809286855,1795.323890334718,0.5873218839868557,0,51.0
52,31449,550,Self-Employed,Associate,29,12733,12,Widowed,1,Rent,974,0.0572741699085595,3,1,0.1399620138569329,0,Education,0,32,23,36697,2954,158676,12956,2620.75,0.8136628057661005,4,145720,0.202733,0.1621864,1156.593841701053,0.8129710356581333,0,49.0
35,23131,589,Employed,Master,13,10253,12,Married,0,Rent,156,0.1659321641808105,0,0,0.1877983741887851,0,Auto,0,26,12,2531,1789,125300,6800,1927.5833333333333,0.7417684663212484,5,118500,0.180753,0.1640214181923067,932.2157662334936,0.5645492713156337,0,47.0
44,26295,614,Employed,Master,20,45056,60,Married,0,Mortgage,538,0.0601189883641024,4,0,0.19265655982734,0,Home,0,36,27,929,1078,15801,12356,2191.25,0.8021996462771638,6,3445,0.243056,0.2302260245861711,1270.7350305770387,0.8254352678046953,0,48.0
30,37396,494,Employed,High School,11,16445,60,Married,3,Other,221,0.29822465222668,8,0,0.1825650550031804,0,Education,0,17,18,7191,695,96935,9541,3116.333333333333,0.8885123125619415,5,87394,0.274445,0.2592269072539743,491.6186391261696,0.2286721486125263,0,49.0
39,65548,568,Self-Employed,Master,14,36242,60,Married,0,Mortgage,641,0.3082698788256511,4,0,0.4542279393681446,0,Home,0,24,27,425,236,57247,72956,5462.333333333333,0.8514505655453436,2,8236,0.2572419999999999,0.2637732699461566,1093.2130532359222,0.3174857606461077,0,59.0
38,29437,548,Self-Employed,High School,18,11151,48,Single,3,Rent,413,0.0876638890381437,2,3,0.3344300347078897,0,Debt Consolidation,0,28,24,2205,796,43095,37878,2453.083333333333,0.7996799649686132,8,5217,0.232151,0.2334132131447248,359.4944781651216,0.3149075564079715,0,58.0
31,81886,630,Employed,Associate,13,23945,48,Single,2,Mortgage,601,0.7553407143610255,3,2,0.2146508953092389,0,Debt Consolidation,0,21,26,4440,1411,47325,7355,6823.833333333333,0.95627053753711,6,39970,0.203945,0.1983219778855152,726.515960817338,0.1945410879736225,1,40.0
18,21493,588,Employed,High School,0,53156,48,Divorced,1,Other,248,0.5803338482362835,3,1,0.2565267035529642,0,Home,0,21,26,20512,1694,107308,35875,1791.0833333333333,0.7072555198087954,2,71433,0.254156,0.2668091935164248,1812.7002512230265,1.1505328718501986,0,53.0
49,267966,610,Employed,Master,28,10731,36,Single,0,Other,469,0.1745799710847565,1,3,0.3261666212514911,0,Education,0,35,29,5703,1550,404489,47814,22330.5,0.7323015749579174,4,356675,0.1907309999999999,0.1815641173150451,388.79387087869753,0.0384135541469603,1,33.6
36,36404,510,Employed,High School,13,46377,48,Married,1,Mortgage,263,0.2011893610917663,5,0,0.1011834787822274,0,Home,0,21,1,2946,486,32646,5582,3033.6666666666665,0.8147045866487445,2,27064,0.286377,0.3099759829212446,1696.8658265915278,0.6460386199071073,0,55.0
23,24816,607,Employed,High School,3,24594,36,Married,1,Mortgage,462,0.3950888316617467,0,1,0.4858562943311256,0,Home,0,30,18,1462,1139,42132,21465,2068.0,0.7953355461761565,5,20667,0.206094,0.1865257880640027,897.2039449128475,0.6572552925110481,0,55.0
67,28868,648,Employed,Bachelor,44,57796,48,Married,1,Own,987,0.1191373477701718,2,3,0.1573326041602777,0,Debt Consolidation,1,20,20,1165,449,52011,114970,2405.6666666666665,0.9220326660989056,3,3224,0.228796,0.2296879043957236,1851.458719745902,1.1799052458414447,0,54.0
42,31578,591,Employed,High School,20,30299,36,Married,4,Own,399,0.4320395711204013,7,0,0.1990904179017261,0,Auto,0,25,5,713,917,210362,75808,2631.5,0.6699124407160779,8,134554,0.219799,0.1926469578930934,1114.699825972835,0.5752231905653943,0,50.0
21,42200,547,Unemployed,High School,0,17234,72,Married,0,Rent,616,0.2053690985697239,4,3,0.140735199026244,0,Home,0,18,1,9464,1843,69827,3521,3516.6666666666665,0.8559791728090175,4,66306,0.258734,0.223298638871288,436.4044906471309,0.2992619404683784,0,56.0
32,82796,608,Employed,High School,9,30893,48,Married,1,Own,273,0.0819877368515561,2,1,0.3595743098088479,0,Home,0,28,16,15385,4231,88036,53892,6899.666666666667,0.8579416323022132,5,34144,0.221893,0.1925881461357932,927.9288086264332,0.1740560619295279,1,39.2
19,15000,500,Employed,Associate,0,19907,96,Single,1,Mortgage,249,0.3728943234212327,2,0,0.4494170207241773,0,Auto,0,22,26,25669,306,25975,70064,1250.0,0.8659086370515784,5,8417,0.304907,0.2605692115591311,495.24163930254286,0.5953933114420342,0,58.0
56,92706,627,Employed,High School,29,15372,48,Single,2,Mortgage,304,0.2773279386373741,2,1,0.2809692015442831,0,Home,0,25,10,1741,779,19927,11032,7725.5,0.8215338130478335,4,8895,0.196872,0.2244631852958231,488.0437896381375,0.1025233045936363,1,38.400000000000006
56,47811,650,Employed,Associate,35,21013,84,Single,2,Rent,577,0.4561140268447836,4,3,0.394430414058797,0,Education,0,26,23,4363,530,97482,78209,3984.25,0.8924694623555932,2,19273,0.221013,0.2425842446064731,521.9511633000778,0.2758238472234618,0,50.0
24,133711,605,Employed,Master,0,4342,60,Married,2,Mortgage,366,0.3604592893742731,3,0,0.1511924612563997,0,Auto,1,19,15,5394,1249,325717,18591,11142.583333333334,0.8634309855698288,5,307126,0.206842,0.2141907277155182,118.49158072771392,0.0434810821004447,1,36.0
46,23904,603,Employed,Master,24,20058,60,Married,0,Own,300,0.234757705294883,0,0,0.3136097001641483,0,Debt Consolidation,0,27,29,751,5616,262983,30186,1992.0,0.8772998781995981,10,232797,0.2235579999999999,0.237739844891954,574.3994943758237,0.4389555694657749,0,49.0
43,24499,631,Employed,Bachelor,21,32718,24,Married,0,Mortgage,545,0.1818266936907216,3,2,0.2203490030783938,0,Home,0,23,6,2154,86,11585,6344,2041.5833333333333,0.7639077692173506,7,5241,0.192218,0.1941106676147141,1655.8108707299366,1.0779921812628777,0,52.0
37,50008,630,Employed,High School,16,19712,72,Divorced,0,Mortgage,351,0.1128531983905031,3,0,0.1951117327953958,0,Home,0,19,19,9616,1554,76468,64346,4167.333333333333,0.7518067009837821,6,12122,0.219712,0.2231238803921279,498.94791312714415,0.2039548663718951,0,46.0
56,45922,519,Employed,High School,32,22670,60,Single,0,Rent,388,0.1624699202032512,3,1,0.0756806745834665,0,Education,0,21,26,1439,119,77807,5035,3826.8333333333335,0.6748802637987961,3,72772,0.26817,0.2734779748431593,696.9561057518191,0.2835127666264933,0,48.0
46,84255,447,Employed,Associate,21,17953,36,Married,2,Own,271,0.0865880821803257,6,1,0.4400287659130037,0,Education,0,29,17,19733,188,153897,44838,7021.25,0.9006940126606623,6,109059,0.279453,0.2810576334892807,743.6266844907644,0.1445079842607462,1,40.0
18,26887,583,Employed,High School,0,23388,24,Single,0,Own,1368,0.2947272537809251,6,1,0.1128661350768087,0,Debt Consolidation,0,21,27,6681,2585,52317,37285,2240.583333333333,0.8255076052235337,4,15032,0.206888,0.1847422358855041,1172.990927498912,1.1340756175842208,0,52.0
35,246857,562,Self-Employed,Master,9,20767,60,Married,0,Other,482,0.0982177187543579,3,1,0.2654571127127261,0,Education,0,23,28,6322,3193,187481,162124,20571.416666666668,0.8802831987165278,2,25357,0.244767,0.197559934017226,547.3827692253611,0.0500394691287034,1,41.6
52,69381,596,Employed,Master,25,18304,96,Married,3,Other,486,0.5917720469586174,2,2,0.3467271374861573,0,Home,1,27,10,12698,4633,17331,68674,5781.75,0.6759508254542207,4,10804,0.255304,0.2149749547212729,400.79230168947527,0.1533778357226575,0,61.0
27,40589,609,Employed,Doctorate,9,28661,60,Married,1,Rent,362,0.4826297952841739,4,0,0.296171278810559,0,Education,0,25,18,4620,700,14489,8517,3382.4166666666665,0.9361707909852944,3,5972,0.229161,0.2021729954410631,762.8107226167743,0.3325464700140751,0,51.0
48,60636,557,Unemployed,Associate,24,27468,48,Married,2,Other,538,0.1096549447208575,4,2,0.0962251017350199,0,Other,0,25,12,432,564,78789,56524,5053.0,0.7651609378859785,5,22265,0.243968,0.2735541515338798,947.214829840132,0.2939273362042612,0,52.0
48,65944,415,Employed,High School,26,33287,36,Single,3,Own,162,0.1241289887893035,3,0,0.1287601313444716,0,Home,0,25,27,2266,598,11985,16872,5495.333333333333,0.935044325578096,7,6287,0.310787,0.3261555768325176,1461.1923240549338,0.2953764995853937,0,49.0
43,77455,587,Employed,Bachelor,22,12345,60,Single,1,Mortgage,526,0.1920946826961307,2,2,0.7062337281163267,0,Auto,0,24,29,1923,789,217760,44837,6454.583333333333,0.8647572339670053,6,172923,0.223845,0.2162401016301539,338.32165929849964,0.1339082036225162,1,42.400000000000006
